,date,value,vol,ScripCode,CompanyName
0,Mon Nov 28 2022 00:00:00,2708.05,358911,500325,RELIANCE INDUSTRIES LTD.
1,Tue Nov 29 2022 00:00:00,2711.05,225659,500325,RELIANCE INDUSTRIES LTD.
2,Wed Nov 30 2022 00:00:00,2732.4,116521,500325,RELIANCE INDUSTRIES LTD.
3,Thu Dec 01 2022 00:00:00,2722.95,245387,500325,RELIANCE INDUSTRIES LTD.
4,Fri Dec 02 2022 00:00:00,2722.65,114503,500325,RELIANCE INDUSTRIES LTD.
5,Mon Dec 05 2022 00:00:00,2682.85,208698,500325,RELIANCE INDUSTRIES LTD.
6,Tue Dec 06 2022 00:00:00,2688.25,197739,500325,RELIANCE INDUSTRIES LTD.
7,Wed Dec 07 2022 00:00:00,2649.9,116129,500325,RELIANCE INDUSTRIES LTD.
8,Thu Dec 08 2022 00:00:00,2649.5,93535,500325,RELIANCE INDUSTRIES LTD.
9,Fri Dec 09 2022 00:00:00,2609.1,155892,500325,RELIANCE INDUSTRIES LTD.
10,Mon Dec 12 2022 00:00:00,2612.25,117691,500325,RELIANCE INDUSTRIES LTD.
11,Tue Dec 13 2022 00:00:00,2624.2,65370,500325,RELIANCE INDUSTRIES LTD.
12,Wed Dec 14 2022 00:00:00,2614.9,42452,500325,RELIANCE INDUSTRIES LTD.
13,Thu Dec 15 2022 00:00:00,2578.75,95215,500325,RELIANCE INDUSTRIES LTD.
14,Fri Dec 16 2022 00:00:00,2565.1,169510,500325,RELIANCE INDUSTRIES LTD.
15,Mon Dec 19 2022 00:00:00,2600.0,67621,500325,RELIANCE INDUSTRIES LTD.
16,Tue Dec 20 2022 00:00:00,2621.15,129098,500325,RELIANCE INDUSTRIES LTD.
17,Wed Dec 21 2022 00:00:00,2584.4,77509,500325,RELIANCE INDUSTRIES LTD.
18,Thu Dec 22 2022 00:00:00,2577.9,93106,500325,RELIANCE INDUSTRIES LTD.
19,Fri Dec 23 2022 00:00:00,2501.55,307147,500325,RELIANCE INDUSTRIES LTD.
20,Mon Dec 26 2022 00:00:00,2524.5,95382,500325,RELIANCE INDUSTRIES LTD.
21,Tue Dec 27 2022 00:00:00,2545.05,184837,500325,RELIANCE INDUSTRIES LTD.
22,Wed Dec 28 2022 00:00:00,2544.45,168925,500325,RELIANCE INDUSTRIES LTD.
23,Thu Dec 29 2022 00:00:00,2542.55,157229,500325,RELIANCE INDUSTRIES LTD.
24,Fri Dec 30 2022 00:00:00,2548.2,77470,500325,RELIANCE INDUSTRIES LTD.
25,Mon Jan 02 2023 00:00:00,2575.15,174612,500325,RELIANCE INDUSTRIES LTD.
26,Tue Jan 03 2023 00:00:00,2557.0,136124,500325,RELIANCE INDUSTRIES LTD.
27,Wed Jan 04 2023 00:00:00,2518.15,172926,500325,RELIANCE INDUSTRIES LTD.
28,Thu Jan 05 2023 00:00:00,2513.5,143907,500325,RELIANCE INDUSTRIES LTD.
29,Fri Jan 06 2023 00:00:00,2537.25,113594,500325,RELIANCE INDUSTRIES LTD.
30,Mon Jan 09 2023 00:00:00,2596.55,298492,500325,RELIANCE INDUSTRIES LTD.
31,Tue Jan 10 2023 00:00:00,2557.95,152642,500325,RELIANCE INDUSTRIES LTD.
32,Wed Jan 11 2023 00:00:00,2525.5,127795,500325,RELIANCE INDUSTRIES LTD.
33,Thu Jan 12 2023 00:00:00,2472.1,185343,500325,RELIANCE INDUSTRIES LTD.
34,Fri Jan 13 2023 00:00:00,2467.35,248982,500325,RELIANCE INDUSTRIES LTD.
35,Mon Jan 16 2023 00:00:00,2444.7,140006,500325,RELIANCE INDUSTRIES LTD.
36,Tue Jan 17 2023 00:00:00,2478.55,186970,500325,RELIANCE INDUSTRIES LTD.
37,Wed Jan 18 2023 00:00:00,2474.6,126814,500325,RELIANCE INDUSTRIES LTD.
38,Thu Jan 19 2023 00:00:00,2471.1,201558,500325,RELIANCE INDUSTRIES LTD.
39,Fri Jan 20 2023 00:00:00,2442.7,174012,500325,RELIANCE INDUSTRIES LTD.
40,Mon Jan 23 2023 00:00:00,2429.6,213860,500325,RELIANCE INDUSTRIES LTD.
41,Tue Jan 24 2023 00:00:00,2415.15,349349,500325,RELIANCE INDUSTRIES LTD.
42,Wed Jan 25 2023 00:00:00,2382.95,103914,500325,RELIANCE INDUSTRIES LTD.
43,Fri Jan 27 2023 00:00:00,2337.75,452582,500325,RELIANCE INDUSTRIES LTD.
44,Mon Jan 30 2023 00:00:00,2351.3,1392194,500325,RELIANCE INDUSTRIES LTD.
45,Tue Jan 31 2023 00:00:00,2353.9,100296,500325,RELIANCE INDUSTRIES LTD.
46,Wed Feb 01 2023 00:00:00,2338.05,573669,500325,RELIANCE INDUSTRIES LTD.
47,Thu Feb 02 2023 00:00:00,2326.8,104181,500325,RELIANCE INDUSTRIES LTD.
48,Fri Feb 03 2023 00:00:00,2329.05,148804,500325,RELIANCE INDUSTRIES LTD.
49,Mon Feb 06 2023 00:00:00,2311.5,206263,500325,RELIANCE INDUSTRIES LTD.
50,Tue Feb 07 2023 00:00:00,2305.9,225094,500325,RELIANCE INDUSTRIES LTD.
51,Wed Feb 08 2023 00:00:00,2351.8,268850,500325,RELIANCE INDUSTRIES LTD.
52,Thu Feb 09 2023 00:00:00,2355.4,88852,500325,RELIANCE INDUSTRIES LTD.
53,Fri Feb 10 2023 00:00:00,2336.35,127318,500325,RELIANCE INDUSTRIES LTD.
54,Mon Feb 13 2023 00:00:00,2322.75,79836,500325,RELIANCE INDUSTRIES LTD.
55,Tue Feb 14 2023 00:00:00,2377.4,124813,500325,RELIANCE INDUSTRIES LTD.
56,Wed Feb 15 2023 00:00:00,2430.1,367072,500325,RELIANCE INDUSTRIES LTD.
57,Thu Feb 16 2023 00:00:00,2429.65,277368,500325,RELIANCE INDUSTRIES LTD.
58,Fri Feb 17 2023 00:00:00,2439.85,105936,500325,RELIANCE INDUSTRIES LTD.
59,Mon Feb 20 2023 00:00:00,2415.3,221415,500325,RELIANCE INDUSTRIES LTD.
60,Tue Feb 21 2023 00:00:00,2434.5,167774,500325,RELIANCE INDUSTRIES LTD.
61,Wed Feb 22 2023 00:00:00,2379.0,288637,500325,RELIANCE INDUSTRIES LTD.
62,Thu Feb 23 2023 00:00:00,2367.55,265844,500325,RELIANCE INDUSTRIES LTD.
63,Fri Feb 24 2023 00:00:00,2385.8,249650,500325,RELIANCE INDUSTRIES LTD.
64,Mon Feb 27 2023 00:00:00,2369.1,247454,500325,RELIANCE INDUSTRIES LTD.
65,Tue Feb 28 2023 00:00:00,2321.95,300235,500325,RELIANCE INDUSTRIES LTD.
66,Wed Mar 01 2023 00:00:00,2343.25,183724,500325,RELIANCE INDUSTRIES LTD.
67,Thu Mar 02 2023 00:00:00,2327.85,89972,500325,RELIANCE INDUSTRIES LTD.
68,Fri Mar 03 2023 00:00:00,2385.05,266949,500325,RELIANCE INDUSTRIES LTD.
69,Mon Mar 06 2023 00:00:00,2407.8,168847,500325,RELIANCE INDUSTRIES LTD.
70,Wed Mar 08 2023 00:00:00,2417.55,99782,500325,RELIANCE INDUSTRIES LTD.
71,Thu Mar 09 2023 00:00:00,2360.15,299619,500325,RELIANCE INDUSTRIES LTD.
72,Fri Mar 10 2023 00:00:00,2323.15,337306,500325,RELIANCE INDUSTRIES LTD.
73,Mon Mar 13 2023 00:00:00,2284.9,330968,500325,RELIANCE INDUSTRIES LTD.
74,Tue Mar 14 2023 00:00:00,2276.5,329326,500325,RELIANCE INDUSTRIES LTD.
75,Wed Mar 15 2023 00:00:00,2236.85,422737,500325,RELIANCE INDUSTRIES LTD.
76,Thu Mar 16 2023 00:00:00,2226.05,253732,500325,RELIANCE INDUSTRIES LTD.
77,Fri Mar 17 2023 00:00:00,2223.05,366281,500325,RELIANCE INDUSTRIES LTD.
78,Mon Mar 20 2023 00:00:00,2201.6,225747,500325,RELIANCE INDUSTRIES LTD.
79,Tue Mar 21 2023 00:00:00,2270.05,441746,500325,RELIANCE INDUSTRIES LTD.
80,Wed Mar 22 2023 00:00:00,2276.65,230717,500325,RELIANCE INDUSTRIES LTD.
81,Thu Mar 23 2023 00:00:00,2247.55,208447,500325,RELIANCE INDUSTRIES LTD.
82,Fri Mar 24 2023 00:00:00,2203.5,178216,500325,RELIANCE INDUSTRIES LTD.
83,Mon Mar 27 2023 00:00:00,2237.5,315446,500325,RELIANCE INDUSTRIES LTD.
84,Tue Mar 28 2023 00:00:00,2247.95,113718,500325,RELIANCE INDUSTRIES LTD.
85,Wed Mar 29 2023 00:00:00,2235.25,159031,500325,RELIANCE INDUSTRIES LTD.
86,Fri Mar 31 2023 00:00:00,2331.05,617169,500325,RELIANCE INDUSTRIES LTD.
87,Mon Apr 03 2023 00:00:00,2331.75,214215,500325,RELIANCE INDUSTRIES LTD.
88,Wed Apr 05 2023 00:00:00,2325.5,258000,500325,RELIANCE INDUSTRIES LTD.
89,Thu Apr 06 2023 00:00:00,2341.0,144642,500325,RELIANCE INDUSTRIES LTD.
90,Mon Apr 10 2023 00:00:00,2324.6,93595,500325,RELIANCE INDUSTRIES LTD.
91,Tue Apr 11 2023 00:00:00,2336.3,105010,500325,RELIANCE INDUSTRIES LTD.
