,peers_ScripCode,ResQtr,peers_Name,LTP,Change,w52hi,w52hidt,w52lo,w52lodt,Revenue,PAT,Equity,OPM,NPM,RONW,EPS,Cash_EPS,PE,PB,BV,Results_QuarterName,SHP_QuarterName,PnPGrp,INDIAN,Foreign,Public,Institution,FII,DII,NonIns,Bodies_Corporate,FACE_VALUE,ScripCode
89,500300,117.0,GRASIM,1687.25,-0.93,1839.3,2022-12-07T00:00:00,1276.9,2022-06-17T00:00:00,6645.83,93.51,131.69,8.16,1.41,71.01,32.25,48.92,52.32,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,532538
90,500410,117.0,ACC,1785.35,0.39,2784.95,2022-09-14T00:00:00,1593.5,2023-03-28T00:00:00,4790.77,236.57,187.99,10.79,4.94,125.84,25.46,61.78,70.12,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,532538
91,500387,117.0,SHREECEM,24991.0,3.06,27013.0,2023-02-21T00:00:00,17900.0,2022-06-20T00:00:00,4785.11,546.21,36.08,21.48,11.41,1513.89,368.1,796.64,67.89,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,532538
92,507685,117.0,WIPRO,401.5,1.85,488.0,2022-06-03T00:00:00,351.85,2023-04-17T00:00:00,17477.3,2264.1,1097.6,21.17,12.95,206.28,16.72,19.62,24.01,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,507685
93,532540,117.0,TCS,3329.0,1.04,3575.0,2023-02-16T00:00:00,2926.0,2022-09-26T00:00:00,49780.0,9800.0,366.0,28.73,19.69,2677.6,106.87,117.64,31.15,0.0,0.0,Mar - 23,,2645386073.0,2645386073.0,0.0,1013665300.0,348806373.0,0.0,348806373.0,664858927.0,0.0,1.0,507685
94,500209,117.0,INFY,1317.3,0.98,1672.45,2022-12-01T00:00:00,1215.45,2023-04-25T00:00:00,30531.0,5904.0,2074.0,28.54,19.34,284.67,56.09,62.72,23.49,0.0,0.0,Mar - 23,,,,,,,,,,,5.0,507685
95,532281,117.0,HCLTECH,1138.6,2.02,1156.8,2023-02-03T00:00:00,875.65,2022-08-29T00:00:00,11637.0,2844.0,0.0,36.02,24.44,0.0,42.23,51.19,26.96,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,507685
96,500312,116.0,ONGC,163.6,-1.62,168.95,2023-05-12T00:00:00,119.8,2022-07-06T00:00:00,38583.29,11044.73,6290.14,52.4,28.63,175.59,38.1,51.66,4.29,0.0,0.0,Dec - 22,,,,,,,,,,,5.0,500312
97,533106,117.0,OIL,260.5,-0.08,306.0,2022-06-09T00:00:00,168.3,2022-09-28T00:00:00,5649.65,1788.28,1084.41,49.15,31.65,164.91,62.8,77.51,4.15,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,500312
98,500186,117.0,HINDOILEXP,184.1,3.6,226.45,2022-06-08T00:00:00,115.9,2023-03-28T00:00:00,141.63,106.97,132.26,86.36,75.53,80.88,12.38,14.47,14.87,0.0,0.0,Mar - 23,Mar - 23,0.0,0.0,0.0,132243289.0,3743766.0,0.0,3743766.0,128499523.0,0.0,10.0,500312
99,530075,117.0,SELAN,264.7,-0.94,346.65,2022-10-11T00:00:00,153.2,2022-06-20T00:00:00,26.61,5.35,15.2,29.84,20.11,35.2,23.59,25.17,11.22,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,500312
100,500790,117.0,NESTLEIND,21589.9,0.55,22295.95,2023-05-08T00:00:00,16433.45,2022-06-17T00:00:00,4830.53,736.64,96.42,23.38,15.25,23.43,264.31,305.8,81.68,58.45,326.15,Mar - 23,,,,,,,,,,,10.0,500790
101,500825,117.0,BRITANNIA,4596.9,0.71,4706.05,2023-05-25T00:00:00,3272.0,2022-06-20T00:00:00,3894.73,558.16,24.09,21.77,14.33,17.55,88.82,96.92,51.76,32.38,132.05,Mar - 23,,,,,,,,,,,1.0,500790
102,543653,117.0,BIKAJI,376.25,-1.27,447.0,2023-01-25T00:00:00,303.05,2022-11-18T00:00:00,458.23,36.73,24.95,13.83,8.01,147.19,1.47,5.67,85.51,0.0,0.0,Mar - 23,,189543900.0,189543900.0,0.0,59965980.0,26355113.0,0.0,26355113.0,33610867.0,0.0,1.0,500790
103,540724,116.0,DIAMONDYD,801.5,0.32,1010.0,2022-11-22T00:00:00,629.65,2022-07-01T00:00:00,377.79,3.42,11.73,4.9,0.91,29.18,-0.96,19.07,-834.9,0.0,0.0,Dec - 22,,,,,,,,,,,5.0,500790
104,500570,117.0,TATAMOTORS,518.55,0.75,537.15,2023-05-15T00:00:00,375.5,2022-12-26T00:00:00,20142.13,2695.56,766.02,10.03,13.38,351.89,8.21,13.53,63.16,0.0,0.0,Mar - 23,Mar - 23,1540885009.0,1540885009.0,0.0,1728541179.0,585357415.0,0.0,585357415.0,1143183764.0,0.0,2.0,500570
105,532500,117.0,MARUTI,9397.15,1.24,9768.65,2022-10-31T00:00:00,7557.6,2022-06-07T00:00:00,32048.0,2623.6,151.0,12.77,8.19,1737.48,266.46,359.92,35.27,0.0,0.0,Mar - 23,,,,,,,,,,,5.0,500570
106,500520,117.0,M&M,1281.85,0.34,1396.0,2023-02-16T00:00:00,914.85,2022-05-26T00:00:00,22571.37,1548.97,599.05,11.6,6.86,258.57,53.05,78.17,24.16,0.0,0.0,Mar - 23,,,,,,,,,,,5.0,500570
107,570001,117.0,TATAMTRDVR,267.0,-0.24,277.95,2023-05-16T00:00:00,179.85,2022-06-20T00:00:00,20142.13,2695.56,766.02,10.03,13.38,351.89,53.65,88.4,4.98,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,500570
108,532555,117.0,NTPC,174.4,-0.03,182.8,2022-11-01T00:00:00,135.0,2022-06-24T00:00:00,41317.86,5672.32,9696.67,31.05,13.73,58.5,17.69,31.0,9.86,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,532555
109,532627,117.0,JPPOWER,5.6,-0.53,9.44,2022-09-06T00:00:00,5.17,2023-03-27T00:00:00,137988.0,-4139.0,685346.0,-1.61,-3.0,-0.6,-5.89,-5.22,-0.95,0.0,0.0,Mar - 23,,1644830118.0,1644830118.0,0.0,5208628709.0,97299885.0,0.0,97299885.0,5111328824.0,0.0,10.0,532555
110,513683,117.0,NLCINDIA,95.0,0.16,96.21,2023-05-24T00:00:00,58.35,2022-06-20T00:00:00,4295.58,773.8,1386.64,51.62,18.01,55.8,9.0,19.24,10.56,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,532555
111,533098,116.0,NHPC,42.96,0.44,47.88,2023-04-27T00:00:00,28.85,2022-06-20T00:00:00,2272.2,781.66,10045.03,75.88,34.4,2.15,3.81,4.94,11.28,1.1,36.11,Dec - 22,,,,,,,,,,,10.0,532555
112,500228,117.0,JSWSTEEL,701.55,0.67,783.35,2023-01-02T00:00:00,520.1,2022-05-26T00:00:00,37153.0,2838.0,0.0,18.3,7.64,0.0,20.42,40.91,34.36,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,500228
113,500470,117.0,TATASTEEL,106.4,1.43,124.3,2023-01-19T00:00:00,82.71,2022-06-23T00:00:00,34275.25,4020.86,1222.4,23.62,11.73,328.93,12.68,17.13,8.39,0.0,0.0,Mar - 23,Mar - 23,4143594780.0,4143594780.0,0.0,7989988470.0,2516151583.0,0.0,2516151583.0,5473836887.0,0.0,1.0,500228
114,500113,117.0,SAIL,82.03,-0.34,93.9,2023-01-19T00:00:00,63.6,2022-06-20T00:00:00,29130.58,1049.02,4130.53,11.54,3.6,25.4,4.61,16.62,17.79,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,500228
115,532286,117.0,JINDALSTEL,520.3,1.86,622.4,2023-02-01T00:00:00,304.2,2022-06-22T00:00:00,13392.25,789.2,100.5,14.96,5.89,785.27,23.79,45.02,21.87,0.0,0.0,Mar - 23,Mar - 23,624270314.0,574261534.0,50008780.0,395817783.0,141657226.0,0.0,141657226.0,254160557.0,0.0,1.0,500228
116,532898,117.0,POWERGRID,237.25,-0.27,249.45,2023-05-12T00:00:00,186.35,2022-09-26T00:00:00,11494.9,4214.4,6975.45,95.07,36.66,60.42,21.98,40.53,10.79,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,532898
117,540565,113.0,INDIGRID,137.0,0.25,150.45,2022-10-24T00:00:00,128.0,2023-03-10T00:00:00,508.5,211.03,6590.32,87.21,41.5,3.2,3.01,0.0,8.79,0.0,0.0,Mar - 22,,,,,,,,,,,0.0,532898
118,539254,116.0,ADANITRANS,850.8,-4.56,4238.55,2022-09-16T00:00:00,630.0,2023-03-01T00:00:00,271.14,99.1,1115.49,49.57,36.55,0.96,1.23,1.23,691.71,28.15,92.07,Dec - 22,,,,,,,,,,,10.0,532898
119,500520,117.0,M&M,1281.85,0.34,1396.0,2023-02-16T00:00:00,914.85,2022-05-26T00:00:00,22571.37,1548.97,599.05,11.6,6.86,258.57,53.05,78.17,24.16,0.0,0.0,Mar - 23,,,,,,,,,,,5.0,500520
120,532500,117.0,MARUTI,9397.15,1.24,9768.65,2022-10-31T00:00:00,7557.6,2022-06-07T00:00:00,32048.0,2623.6,151.0,12.77,8.19,1737.48,266.46,359.92,35.27,0.0,0.0,Mar - 23,,,,,,,,,,,5.0,500520
121,500570,117.0,TATAMOTORS,518.55,0.75,537.15,2023-05-15T00:00:00,375.5,2022-12-26T00:00:00,20142.13,2695.56,766.02,10.03,13.38,351.89,8.21,13.53,63.16,0.0,0.0,Mar - 23,Mar - 23,1540885009.0,1540885009.0,0.0,1728541179.0,585357415.0,0.0,585357415.0,1143183764.0,0.0,2.0,500520
122,570001,117.0,TATAMTRDVR,267.0,-0.24,277.95,2023-05-16T00:00:00,179.85,2022-06-20T00:00:00,20142.13,2695.56,766.02,10.03,13.38,351.89,53.65,88.4,4.98,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,500520
123,541450,117.0,ADANIGREEN,963.3,-0.77,2574.05,2022-08-23T00:00:00,439.35,2023-02-28T00:00:00,1632.0,-240.0,1584.0,10.29,-14.71,-15.15,-2.07,-2.0,-465.36,0.0,0.0,Mar - 23,Mar - 23,907077369.0,803307856.0,103769513.0,676955109.0,22851859.0,0.0,22851859.0,654103250.0,0.0,10.0,541450
124,532627,117.0,JPPOWER,5.6,-0.53,9.44,2022-09-06T00:00:00,5.17,2023-03-27T00:00:00,137988.0,-4139.0,685346.0,-1.61,-3.0,-0.6,-5.89,-5.22,-0.95,0.0,0.0,Mar - 23,,1644830118.0,1644830118.0,0.0,5208628709.0,97299885.0,0.0,97299885.0,5111328824.0,0.0,10.0,541450
125,533148,117.0,JSWENERGY,256.0,-1.01,369.0,2022-09-05T00:00:00,182.0,2022-06-20T00:00:00,1646.64,131.62,1640.54,23.74,7.99,8.02,4.32,6.25,59.26,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,541450
126,533206,117.0,SJVN,35.34,-0.7,42.25,2022-12-05T00:00:00,25.45,2022-05-26T00:00:00,496.75,13.61,3929.8,73.9,2.74,0.35,3.47,4.46,10.18,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,541450
127,532921,116.0,ADANIPORTS,726.9,0.26,987.9,2022-09-20T00:00:00,394.95,2023-02-03T00:00:00,1378.24,11.4,432.03,59.92,0.83,2.64,-5.9,-3.07,-123.2,0.0,0.0,Dec - 22,Mar - 23,1318314567.0,921283955.0,397030612.0,841824378.0,280379918.0,0.0,280379918.0,561444460.0,0.0,2.0,532921
128,533248,117.0,GPPL,108.0,-2.92,120.25,2023-04-05T00:00:00,70.4,2022-06-23T00:00:00,234.73,84.04,483.44,60.06,35.8,17.38,6.04,8.44,17.88,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,532921
129,533427,116.0,VMS,14.07,1.96,20.7,2023-01-23T00:00:00,10.4,2023-03-21T00:00:00,37.96,0.15,16.47,1.69,0.38,0.26,0.43,0.66,32.72,0.47,34.02,Dec - 22,,,,,,,,,,,10.0,532921
130,520155,117.0,STARLOG,25.8,4.96,31.75,2023-05-09T00:00:00,9.12,2022-07-26T00:00:00,1.59,0.08,11.97,128.12,5.11,0.68,29.7,33.42,0.87,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,532921
131,533278,117.0,COALINDIA,241.3,0.52,263.3,2022-11-09T00:00:00,174.6,2022-06-20T00:00:00,509.04,3138.26,6162.73,641.61,616.51,50.92,24.02,24.09,10.05,0.0,0.0,Mar - 23,,4075634553.0,4075634553.0,0.0,2087093774.0,1292498315.0,0.0,1292498315.0,794595459.0,0.0,10.0,533278
132,540005,117.0,LTIM,5000.65,1.86,5360.65,2022-11-15T00:00:00,3733.25,2022-05-26T00:00:00,8362.5,1091.1,29.6,19.26,13.05,3686.15,110.71,128.09,45.17,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,540005
133,532540,117.0,TCS,3329.0,1.04,3575.0,2023-02-16T00:00:00,2926.0,2022-09-26T00:00:00,49780.0,9800.0,366.0,28.73,19.69,2677.6,106.87,117.64,31.15,0.0,0.0,Mar - 23,,2645386073.0,2645386073.0,0.0,1013665300.0,348806373.0,0.0,348806373.0,664858927.0,0.0,1.0,540005
134,532755,117.0,TECHM,1115.2,1.57,1196.65,2022-06-01T00:00:00,944.1,2022-06-17T00:00:00,10938.5,676.7,487.1,10.27,6.19,138.92,40.29,48.23,27.68,0.0,0.0,Mar - 23,,,,,,,,,,,5.0,540005
135,526299,117.0,MPHASIS,1972.45,2.14,2700.0,2022-06-03T00:00:00,1660.65,2023-04-17T00:00:00,2411.78,375.92,188.41,23.42,15.59,199.52,75.05,84.37,26.28,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,540005
136,500470,117.0,TATASTEEL,106.4,1.43,124.3,2023-01-19T00:00:00,82.71,2022-06-23T00:00:00,34275.25,4020.86,1222.4,23.62,11.73,328.93,12.68,17.13,8.39,0.0,0.0,Mar - 23,Mar - 23,4143594780.0,4143594780.0,0.0,7989988470.0,2516151583.0,0.0,2516151583.0,5473836887.0,0.0,1.0,500470
137,500228,117.0,JSWSTEEL,701.55,0.67,783.35,2023-01-02T00:00:00,520.1,2022-05-26T00:00:00,37153.0,2838.0,0.0,18.3,7.64,0.0,20.42,40.91,34.36,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,500470
138,500113,117.0,SAIL,82.03,-0.34,93.9,2023-01-19T00:00:00,63.6,2022-06-20T00:00:00,29130.58,1049.02,4130.53,11.54,3.6,25.4,4.61,16.62,17.79,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,500470
139,532286,117.0,JINDALSTEL,520.3,1.86,622.4,2023-02-01T00:00:00,304.2,2022-06-22T00:00:00,13392.25,789.2,100.5,14.96,5.89,785.27,23.79,45.02,21.87,0.0,0.0,Mar - 23,Mar - 23,624270314.0,574261534.0,50008780.0,395817783.0,141657226.0,0.0,141657226.0,254160557.0,0.0,1.0,500470
140,500331,117.0,PIDILITIND,2585.5,2.41,2916.85,2022-09-15T00:00:00,1988.6,2022-06-17T00:00:00,2382.43,290.69,50.83,19.18,12.2,571.89,24.73,29.1,104.55,0.0,0.0,Mar - 23,Mar - 23,355505491.0,352745893.0,2759598.0,152808749.0,42690926.0,0.0,42690926.0,110117823.0,0.0,1.0,500331
141,500042,117.0,BASF,2497.8,0.45,3525.0,2022-08-25T00:00:00,2195.0,2023-02-15T00:00:00,3276.89,82.39,43.29,4.91,2.51,190.34,93.08,135.14,26.83,0.0,0.0,Mar - 23,Mar - 23,31743220.0,0.0,31743220.0,11542420.0,2744912.0,0.0,2744912.0,8797508.0,0.0,10.0,500331
142,503806,117.0,SRF,2515.7,1.75,2864.35,2022-09-14T00:00:00,2002.5,2022-07-06T00:00:00,3142.42,580.7,296.42,29.67,18.48,6.28,68.26,84.06,36.85,7.68,312.14,Mar - 23,,,,,,,,,,,10.0,500331
143,524208,117.0,AARTIIND,511.1,0.93,851.93,2022-09-14T00:00:00,482.4,2023-03-28T00:00:00,1639.52,148.1,181.25,15.36,9.03,81.71,16.41,25.32,31.15,0.0,0.0,Mar - 23,,,,,,,,,,,5.0,500331
144,532977,117.0,BAJAJ-AUTO,4611.0,-0.71,4663.9,2023-05-26T11:07:33,3462.05,2022-09-30T00:00:00,8904.72,1432.88,282.96,22.19,16.09,506.39,198.89,208.87,23.18,0.0,0.0,Mar - 23,Mar - 23,155580309.0,155580309.0,0.0,127352449.0,30505906.0,0.0,30505906.0,96846543.0,0.0,10.0,532977
145,500182,117.0,HEROMOTOCO,2745.7,0.5,2939.35,2022-08-18T00:00:00,2246.75,2023-03-28T00:00:00,8306.78,858.93,39.97,15.89,10.34,2148.94,145.65,178.52,18.85,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,532977
146,532343,117.0,TVSMOTOR,1292.05,0.66,1301.0,2023-05-26T14:25:00,694.0,2022-05-26T00:00:00,6604.78,410.27,47.51,11.36,6.21,863.54,31.38,44.67,41.17,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,532977
147,505200,117.0,EICHERMOT,3690.5,1.02,3886.0,2022-11-01T00:00:00,2585.3,2022-06-17T00:00:00,3831.35,746.86,27.35,29.95,19.49,2730.75,95.9,114.62,38.48,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,532977
148,530965,117.0,IOC,90.13,1.07,90.3,2023-05-26T09:31:51,65.2,2022-09-29T00:00:00,226492.05,10058.69,14121.24,7.5,4.44,71.23,5.84,14.23,15.43,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,530965
149,500547,117.0,BPCL,364.25,0.28,374.85,2023-05-11T00:00:00,288.2,2022-10-20T00:00:00,133413.81,6477.74,2129.45,7.89,4.86,304.2,8.49,37.74,42.9,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,530965
150,500325,117.0,RELIANCE,2506.55,2.79,2816.35,2022-06-03T00:00:00,2180.0,2023-03-20T00:00:00,122133.0,13821.0,6766.0,17.08,11.32,204.27,65.33,80.31,38.37,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,530965
151,500104,117.0,HINDPETRO,258.25,0.16,267.4,2023-05-15T00:00:00,200.0,2022-10-20T00:00:00,114444.69,3222.62,1418.55,5.21,2.82,227.18,-63.26,-32.74,-4.08,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,530965
152,500550,117.0,SIEMENS,3519.95,0.94,3940.0,2023-05-12T00:00:00,2253.45,2022-06-22T00:00:00,4465.2,516.0,71.2,16.64,11.56,724.72,53.64,59.52,65.62,0.0,0.0,Mar - 23,Mar - 23,267089913.0,0.0,267089913.0,89030342.0,30127523.0,0.0,30127523.0,58902819.0,0.0,2.0,500550
153,500103,117.0,BHEL,78.93,-3.59,91.45,2022-12-05T00:00:00,41.4,2022-06-20T00:00:00,8226.99,598.11,696.41,13.34,7.27,85.88,1.29,2.03,61.19,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,500550
154,532714,117.0,KEC,528.8,1.0,571.35,2023-05-11T00:00:00,351.8,2022-06-20T00:00:00,4961.37,29.4,51.42,4.33,0.59,57.19,7.01,11.95,75.44,0.0,0.0,Mar - 23,Mar - 23,133369101.0,133369101.0,0.0,123719269.0,66238366.0,0.0,66238366.0,57480903.0,0.0,2.0,500550
155,500002,117.0,ABB,4005.8,1.57,4012.05,2023-05-26T09:22:34,2121.0,2022-06-20T00:00:00,2411.21,244.89,42.38,14.83,10.16,577.84,41.91,46.93,95.58,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,500550
156,540777,,HDFCLIFE,576.9,0.79,620.7,2023-01-06T00:00:00,457.95,2023-03-16T00:00:00,,,,,,,,,,,,,,,,,,,,,,,10.0,540777
157,500271,100.0,MFSL,687.1,1.72,884.7,2022-08-01T00:00:00,599.3,2023-04-26T00:00:00,176.36,139.89,53.8,79.56,79.32,260.02,5.43,5.5,126.54,0.0,0.0,Dec - 18,,,,,,,,,,,2.0,540777
158,540719,,SBILIFE,1196.1,1.55,1339.55,2022-09-08T00:00:00,1039.25,2023-03-20T00:00:00,,,,,,,,,,,,,,,,,,,,,,,10.0,540719
159,500271,100.0,MFSL,687.1,1.72,884.7,2022-08-01T00:00:00,599.3,2023-04-26T00:00:00,176.36,139.89,53.8,79.56,79.32,260.02,5.43,5.5,126.54,0.0,0.0,Dec - 18,,,,,,,,,,,2.0,540719
160,532868,117.0,DLF,478.2,0.21,484.4,2023-05-26T09:59:15,294.75,2022-06-20T00:00:00,1260.18,1045.04,495.06,104.27,82.93,211.09,9.34,9.64,51.2,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,532868
161,543287,117.0,LODHA,1021.3,5.45,1191.0,2022-07-28T00:00:00,711.0,2023-02-24T00:00:00,3100.2,728.23,481.79,24.44,23.49,151.15,6.34,8.92,161.09,0.0,0.0,Mar - 23,Mar - 23,361307494.0,361307494.0,0.0,120481380.0,17697534.0,0.0,17697534.0,102783846.0,0.0,10.0,532868
162,533274,116.0,PRESTIGE,480.85,-4.32,520.0,2023-05-16T00:00:00,375.0,2022-07-05T00:00:00,1299.8,138.2,400.9,26.22,10.63,34.47,24.88,32.83,19.33,0.0,0.0,Dec - 22,,,,,,,,,,,10.0,532868
163,532784,116.0,SOBHA,506.8,-0.72,750.0,2022-09-09T00:00:00,412.4,2023-03-29T00:00:00,890.5,36.6,94.8,13.63,4.11,38.61,9.59,16.56,52.85,0.0,0.0,Dec - 22,Mar - 23,49565693.0,45030.0,49520663.0,45280160.0,12917412.0,0.0,12917412.0,32362748.0,0.0,10.0,532868
164,500300,117.0,GRASIM,1687.25,-0.93,1839.3,2022-12-07T00:00:00,1276.9,2022-06-17T00:00:00,6645.83,93.51,131.69,8.16,1.41,71.01,32.25,48.92,52.32,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,500300
165,532538,117.0,ULTRACEMCO,7723.8,1.55,7908.75,2023-05-12T00:00:00,5158.05,2022-06-17T00:00:00,18121.02,1650.26,288.69,18.44,9.11,571.64,170.32,261.05,45.35,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,500300
166,500410,117.0,ACC,1785.35,0.39,2784.95,2022-09-14T00:00:00,1593.5,2023-03-28T00:00:00,4790.77,236.57,187.99,10.79,4.94,125.84,25.46,61.78,70.12,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,500300
167,500387,117.0,SHREECEM,24991.0,3.06,27013.0,2023-02-21T00:00:00,17900.0,2022-06-20T00:00:00,4785.11,546.21,36.08,21.48,11.41,1513.89,368.1,796.64,67.89,0.0,0.0,Mar - 23,,,,,,,,,,,10.0,500300
168,500825,117.0,BRITANNIA,4596.9,0.71,4706.05,2023-05-25T00:00:00,3272.0,2022-06-20T00:00:00,3894.73,558.16,24.09,21.77,14.33,17.55,88.82,96.92,51.76,32.38,132.05,Mar - 23,,,,,,,,,,,1.0,500825
169,500790,117.0,NESTLEIND,21589.9,0.55,22295.95,2023-05-08T00:00:00,16433.45,2022-06-17T00:00:00,4830.53,736.64,96.42,23.38,15.25,23.43,264.31,305.8,81.68,58.45,326.15,Mar - 23,,,,,,,,,,,10.0,500825
170,543653,117.0,BIKAJI,376.25,-1.27,447.0,2023-01-25T00:00:00,303.05,2022-11-18T00:00:00,458.23,36.73,24.95,13.83,8.01,147.19,1.47,5.67,85.51,0.0,0.0,Mar - 23,,189543900.0,189543900.0,0.0,59965980.0,26355113.0,0.0,26355113.0,33610867.0,0.0,1.0,500825
171,540724,116.0,DIAMONDYD,801.5,0.32,1010.0,2022-11-22T00:00:00,629.65,2022-07-01T00:00:00,377.79,3.42,11.73,4.9,0.91,29.18,-0.96,19.07,-834.9,0.0,0.0,Dec - 22,,,,,,,,,,,5.0,500825
172,500295,117.0,VEDL,297.65,0.63,340.75,2023-01-20T00:00:00,206.1,2022-07-01T00:00:00,17337.0,14872.0,372.0,97.61,85.78,3997.85,73.59,83.49,4.04,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,500295
173,543211,116.0,BONLON,28.69,3.16,112.4,2022-10-24T00:00:00,25.0,2022-05-27T00:00:00,163.16,0.17,14.18,0.5,0.1,1.21,0.12,1.48,30.85,0.0,0.0,Dec - 22,,9130633.0,9130633.0,0.0,5052725.0,0.0,0.0,0.0,5052725.0,0.0,10.0,500295
174,532755,117.0,TECHM,1115.2,1.57,1196.65,2022-06-01T00:00:00,944.1,2022-06-17T00:00:00,10938.5,676.7,487.1,10.27,6.19,138.92,40.29,48.23,27.68,0.0,0.0,Mar - 23,,,,,,,,,,,5.0,532755
175,532540,117.0,TCS,3329.0,1.04,3575.0,2023-02-16T00:00:00,2926.0,2022-09-26T00:00:00,49780.0,9800.0,366.0,28.73,19.69,2677.6,106.87,117.64,31.15,0.0,0.0,Mar - 23,,2645386073.0,2645386073.0,0.0,1013665300.0,348806373.0,0.0,348806373.0,664858927.0,0.0,1.0,532755
176,532281,117.0,HCLTECH,1138.6,2.02,1156.8,2023-02-03T00:00:00,875.65,2022-08-29T00:00:00,11637.0,2844.0,0.0,36.02,24.44,0.0,42.23,51.19,26.96,0.0,0.0,Mar - 23,,,,,,,,,,,2.0,532755
177,540005,117.0,LTIM,5000.65,1.86,5360.65,2022-11-15T00:00:00,3733.25,2022-05-26T00:00:00,8362.5,1091.1,29.6,19.26,13.05,3686.15,110.71,128.09,45.17,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,532755
178,540180,117.0,VBL,1701.45,4.73,1747.15,2023-05-26T10:30:57,697.25,2022-05-31T00:00:00,3221.85,372.92,649.56,21.44,11.57,57.41,22.29,30.26,76.33,0.0,0.0,Mar - 23,Mar - 23,415054850.0,415054850.0,0.0,234503182.0,23761170.0,0.0,23761170.0,210742012.0,0.0,10.0,540180
179,507690,116.0,ORIBEVER,128.7,-0.46,217.6,2022-12-07T00:00:00,68.4,2022-06-20T00:00:00,22.55,0.26,2.16,10.42,1.15,12.03,20.63,30.35,6.24,0.0,0.0,Dec - 22,,,,,,,,,,,10.0,540180
180,519187,100.0,FORFOOD,3.0,5.26,4.6,2002-06-19T00:00:00,1.3,2002-03-01T00:00:00,3.36,0.23,4.36,19.82,6.92,4.98,0.53,3.19,1.8,0.23,10.69,Dec - 18,Jun - 21,626400.0,626400.0,0.0,3733600.0,0.0,0.0,0.0,3733600.0,0.0,10.0,540180
181,519273,86.0,UNOINDL,0.49,0.0,3.39,2015-04-01T00:00:00,0.49,2016-02-05T00:00:00,0.22,0.04,42.64,28.44,19.27,0.1,0.01,0.0,24.5,1.42,0.99,Jun - 15,Mar - 18,91480000.0,91480000.0,0.0,334948750.0,4225.0,0.0,4225.0,334944525.0,0.0,1.0,540180
182,532424,117.0,GODREJCP,1049.75,1.92,1051.4,2023-05-26T15:28:54,708.6,2022-06-17T00:00:00,1822.93,407.51,102.27,29.13,22.35,398.46,14.8,15.86,70.93,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,532424
183,500096,117.0,DABUR,541.95,2.25,610.4,2022-12-07T00:00:00,482.2,2022-06-17T00:00:00,1939.48,233.03,177.18,20.05,12.02,131.52,7.75,8.81,69.93,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,532424
184,531162,117.0,EMAMILTD,401.45,4.27,524.95,2022-09-26T00:00:00,340.95,2023-03-20T00:00:00,1772.17,1423.71,44.12,83.07,80.34,3226.9,42.81,47.69,9.38,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,532424
185,500830,117.0,COLPAL,1599.2,1.08,1713.0,2023-05-15T00:00:00,1434.6,2023-01-30T00:00:00,1350.63,316.22,27.2,34.83,23.41,1162.57,38.5,44.93,41.54,0.0,0.0,Mar - 23,,,,,,,,,,,1.0,532424
186,539254,116.0,ADANITRANS,850.8,-4.56,4238.55,2022-09-16T00:00:00,630.0,2023-03-01T00:00:00,271.14,99.1,1115.49,49.57,36.55,0.96,1.23,1.23,691.71,28.15,92.07,Dec - 22,,,,,,,,,,,10.0,539254
